ts_code,t0,final_stage,terminate_date,apply_date,list_date,raise_plan_yi,raise_act_yi,price_ratio,purpose,days,ret,ex
000733.SZ,20220427,实施完成,,20230920,20231101,25.18,25.18,80.0,1、半导体功率器件产能提升项目;2、混合集成电路柔性智能制造能力提升项目;3、新型阻容元件生产线建设项目;4、继电器及控,24,-0.2097293430308812,-0.18738080344109265
002272.SZ,20230429,实施完成,,20230824,20240304,2.9,2.56,80.0,1、川润液压液冷产品产业化及智能制造升级技术改造项目;2、补充流动资金。,124,-0.08080808080808088,-0.06782201201603932
002783.SZ,20230330,实施完成,,20240402,20240426,8.5,8.5,80.0,1、葫芦岛凌河化工集团有限责任公司电子雷管生产线技术改造项目;2、年产500万吨精细化工用灰岩生产线建设项目;3、工业炸,16,-0.08773903262092253,-0.09177870763890539
300565.SZ,20220823,实施完成,,20231229,20240126,6.0,5.24,80.0,1、储能锂电池系统研发及产业化项目;2、补充流动资金和偿还银行借款。,19,-0.1421957671957672,-0.12312151789737125
603668.SH,20230428,实施完成,,20230817,20240112,3.0,3.0,80.0,1、陈策楼镇天马科技鳗鲡现代智慧农业产业园项目;2、武宁县上坪生态养殖有限公司鳗鲡现代智慧农业产业园项目;3、补充流动资,99,0.12022648743841802,0.22974773434508777
688551.SH,20230415,实施完成,,20230712,20231204,1.88,1.88,80.0,1、小功率测试电源系列产品扩产项目;2、补充流动资金。,97,-0.23430124445715916,-0.19042494806218568
688286.SH,20230422,实施完成,,20230630,20231201,1.41,1.26,80.0,1、年产车用及工业级传感器600万只生产研发项目;2、微差压传感器研发生产项目。,104,-0.11845030168307391,-0.06889308585252807
300684.SZ,20230427,实施完成,,20230811,20230927,3.0,3.0,80.0,1、中石(泰国)精密制造项目。,33,-0.013766519823788514,0.01223807269046695
300482.SZ,20220820,实施完成,,20240305,20240408,10.0,7.0,80.0,1、知识城生产基地建设项目;2、生物原料研发项目;3、补充流动资金。,22,-0.10253583241455344,-0.10231772911824122
002009.SZ,20230418,实施完成,,20230810,20231031,3.0,3.0,80.0,1、年处理15万吨磷酸铁锂电池环保项目(二期);2、补充流动资金。,52,-0.018808777429467072,0.05782977049391791
002003.SZ,20221123,实施完成,,20230919,20231023,11.95,11.95,80.0,1、年产9.7亿米高档拉链配套织带搬迁及服饰辅料技改项目(一期);2、年产2.2亿米高档拉链扩建项目;3、越南服装辅料生,18,-0.0080971659919028,0.05455808578162746
300151.SZ,20220818,实施完成,,20230822,20230914,7.98,4.14,80.0,1、高端医疗器械及耗材华南基地建设项目;2、总部基地改造升级项目;3、补充流动资金。,17,-0.05052493438320216,-0.052413012056220065
600367.SH,20221102,实施完成,,20231017,20231031,5.8,5.8,80.0,1、收购青岛红蝶新材料有限公司75%股权;2、5万吨/年动力电池专用高纯硫酸锰项目;3、补充流动资金。,10,0.0038080731150036407,0.02533083492367738
002567.SZ,20230428,实施完成,,20230804,20230919,3.0,3.0,80.0,1、唐人神集团生猪全产业链数字智能化升级项目。,32,-0.07746478873239426,-0.02930704540236473
300541.SZ,20230412,实施完成,,20230804,20230922,2.5,2.5,80.0,1、基于云原生的金融开发效能平台及应用解决方案;2、数据治理智能洞察平台;3、数据资产运营管理和应用工作平台;4、补充流,35,0.1365260900643317,0.19300082390571793
300279.SZ,20220401,实施完成,,20231009,20231106,0.47,0.47,80.0,募集配套资金用于补充上市公司流动资金,20,0.20136518771331047,0.21649293330949382
301380.SZ,20230320,实施完成,,20230712,20231110,0.78,0.78,80.0,1、收购控股子公司久佳信通49%股权。,81,0.11082534486789797,0.16827294654889813
603920.SH,20220805,实施完成,,20240319,20240412,17.93,17.93,80.0,1、鹤山世茂电子科技有限公司年产300万平方米线路板新建项目(二期);2、广东世运电路科技股份有限公司多层板技术升级项目,16,-0.11219763252702009,-0.0994715303076511
002728.SZ,20230426,实施完成,,20230727,20231011,2.75,2.75,80.0,1、现代中药饮片建设项目;2、补充流动资金。,48,-0.0694275274056031,-0.027804950180040255
920047.BJ,20230605,实施完成,,20240105,20240125,2.31,2.31,80.0,1、药物研发项目;2、生物工程新药产业化项目;3、补充流动资金;4、偿还银行贷款。,14,-0.03877790834312578,-0.031145772877530287
300958.SZ,20230422,实施完成,,20230718,20230918,2.25,2.25,80.0,1、昆明市西山区海口工业园区云龙磷矿矿区修复治理EPC项目;2、天津市西青区王稳庄镇水环境修复提升工程-人工湿地修复EP,44,0.03968668407310716,0.06359673927360077
300604.SZ,20220122,实施完成,,20230822,20231013,2.77,2.77,80.0,募集配套资金用于1、转塔式分选机开发及产业化项目;2、支付本次交易相关费用;3、补充流动资金。,32,-0.02155172413793105,-0.011338325663144078
688205.SH,20230321,实施完成,,20230621,20230904,2.2,2.2,80.0,1、德科立海外研发生产基地建设项目。,51,-0.30283634538152615,-0.29826310882911555
002877.SZ,20230428,实施完成,,20230717,20230911,1.8,1.8,80.0,1、开关控制阀制造基地项目;2、补充流动资金及偿还有息负债。,40,-0.06267029972752047,-0.04273213661551811
000531.SZ,20220706,实施完成,,20231207,20231229,13.51,13.51,80.0,1、潮南陇田400MWp渔光互补光伏发电项目；2、潮阳和平150MW“渔光互补”光伏发电项目。,16,-0.0304347826086957,-0.033279565597904015
603398.SH,20220216,实施完成,,20240129,20240227,17.06,14.18,80.0,"1、收购豪安能源100%股权项目;2、10,000吨/年智能化硅提纯循环利用项目;3、补充流动资金。",15,-0.026821862348178183,-0.06946211850495132
688233.SH,20230318,实施完成,,20230710,20231011,3.0,3.0,80.0,1、集成电路刻蚀设备用硅材料扩产项目;2、补充流动资金。,61,-0.03446134740763729,0.004656295156647117
300438.SZ,20220721,实施完成,,20230822,20230921,34.0,15.21,80.0,1.鹏辉智慧储能制造基地项目(年产10GWh储能电池项目);2.补充流动资金。,22,-0.17139175257731964,-0.16182011760888582
002536.SZ,20220726,实施完成,,20230829,20231016,7.8,7.8,80.0,1、河南飞龙(芜湖)汽车零部件有限公司年产600万只新能源电子水泵项目；2、郑州飞龙汽车部件有限公司年产560万只新能源,28,0.08773234200743518,0.10969840535548747
688337.SH,20230329,实施完成,,20230629,20231011,2.9,2.9,80.0,1、马来西亚生产基地项目;2、西安研发中心建设项目。,68,-0.27548918640576725,-0.2511520489678414
688333.SH,20220830,实施完成,,20231129,20231226,31.09,30.29,80.0,1、金属增材制造大规模智能生产基地项目;2、补充流动资金。,19,0.04007421150278301,0.08413613165769718
300471.SZ,20230418,实施完成,,20230704,20230908,2.2,2.2,80.0,1、氢能核心零部件和集成车间建设项目;2、碱性电解水制氢技术开发项目;3、补充流动资金。,48,-0.05364806866952798,-0.014591182355252141
002986.SZ,20220223,实施完成,,20231208,20240110,30.0,9.55,80.0,1、轻烃综合利用项目一期;2、补充流动资金。,22,-0.05864004990642557,-0.02859156467161139
002379.SZ,20220709,实施完成,,20230706,20230804,8.0,8.0,80.0,1、利用回收铝年产10万吨高精铝深加工项目；2、补充流动资金及偿还银行借款。,21,0.056947608200455635,0.030425138677304675
300620.SZ,20230415,实施完成,,20231214,20240326,1.8,1.8,80.0,1、泰国光库生产基地项目;2、补充流动资金。,66,0.05187436676798374,0.026719681550882335
300655.SZ,20220428,实施完成,,20240320,20240422,8.15,4.5,80.0,1、年产2万吨γ-丁内酯、10万吨电子级N-甲基吡咯烷酮、2万吨N-甲基吡咯烷酮回收再生及1万吨导电浆项目；2、补充流动,21,-0.20412844036697253,-0.19495556571433736
002897.SZ,20220107,实施完成,,20240321,20240417,5.33,5.33,80.0,1、乐清光伏支架核心部件生产基地建设项目;2、光伏支架全场景应用研发及实验基地建设项目;3、补充流动资金。,17,-0.1777777777777778,-0.17624318884839973
300140.SZ,20220606,实施完成,,20231225,20240122,30.0,30.0,80.0,募集配套资金用于1、支付现金对价;2、补充流动资金。,19,-0.10548523206751048,-0.05275797969349627
601689.SH,20221213,实施完成,,20240109,20240126,40.0,35.15,80.0,1、重庆年产120万套轻量化底盘系统和60万套汽车内饰功能件项目;2、宁波前湾年产220万套轻量化底盘系统项目;3、宁波,13,-0.19212999840688239,-0.19684121344380634
000875.SZ,20221231,实施完成,,20241106,20241206,55.38,42.52,80.0,1、大安风光制绿氢合成氨一体化示范项目;2、扶余市三井子风电场五期10万千瓦风电项目;3、吉林长岭10万千瓦风电项目;4,22,-0.06365159128978237,-0.06922725037729227
002458.SZ,20220930,实施完成,,20231120,20231214,11.6,11.6,80.0,1、种猪养殖项目;2、种鸡孵化场项目;3、补充流动资金及偿还银行贷款。,18,-0.033777777777777795,0.0019238009434343617
001215.SZ,20230324,实施完成,,20231226,20240117,5.9,5.9,80.0,1、食品加工建设项目;2、收购味宝食品80%股权;3、补充流动资金。,15,-0.06218351225440544,-0.04058383056580328
003038.SZ,20230105,实施完成,,20231221,20240118,8.8,8.8,80.0,1、年产60万吨再生铝项目；2、数字化建设项目；3、补充流动资金。,19,0.017027863777089758,0.043091985909879726
000926.SZ,20221206,实施完成,,20231218,20240123,13.41,8.14,80.0,1、红桥城K6住宅项目;2、红桥城K15项目;3、补充流动资金项目。,25,-0.18421052631578927,-0.13715655874942334
300067.SZ,20230427,实施完成,,20230810,20240205,2.54,2.54,80.0,1、高档差别化分散染料及配套建设项目(一期);2、补充流动资金。,120,-0.3571428571428571,-0.22573141735299396
603722.SH,20210601,实施完成,,20240924,20241017,2.71,2.15,80.0,1、年产2万吨聚醚胺项目。,12,0.08574007220216617,-0.01917540037859622
002741.SZ,20211201,实施完成,,20241017,20241113,12.5,7.0,80.0,1、高性能锂电池材料项目;2、补充流动资金。,19,-0.008823529411764675,-0.0866050004998824
300629.SZ,20230420,实施完成,,20231114,20240112,2.46,2.46,80.0,1、射频微波产业化基地建设项目;2、补充流动资金。,42,-0.11842105263157887,-0.06516695600235567
603185.SH,20220421,实施完成,,20240115,20240130,27.0,27.0,80.0,1、年产5万吨高纯晶硅项目。,11,-0.16100064143681847,-0.14447151642142775
002735.SZ,20230204,实施完成,,20231211,20231228,10.0,9.29,80.0,1、宁波新容薄膜电容器扩建升级项目;2、中电华瑞研发中心建设项目;3、补充流动资金。,13,0.03301127214170685,0.04585441159110526
300305.SZ,20221227,实施完成,,20231228,20240129,7.0,6.94,80.0,1、高性能聚酯薄膜生产及配套项目;2、补充流动资金。,21,-0.18302658486707568,-0.1628109019142262
600038.SH,20230110,实施完成,,20240711,20240725,30.0,30.0,80.0,募集配套资金用于1、新型直升机与无人机研发能力建设项目;2、航空综合维修能力提升与产业化项目;3、直升机生产能力提升项目,10,0.01358974358974363,0.04295937091432278
002109.SZ,20201231,实施完成,,20231225,20240122,9.0,9.0,80.0,1、用于收购新能源公司80%股权;2、投资建设产业升级就地改造项目。,19,-0.1094420600858369,-0.056948043290487416
601279.SH,20221115,实施完成,,20231207,20231222,10.51,4.88,80.0,1、高端汽车模具智造中心建设项目;2、新能源汽车零部件智造中心建设项目;3、高性能挤出型材和零部件生产基地建设项目;4、,11,-0.10264385692068434,-0.08681010272272849
000088.SZ,20221010,实施完成,,20241023,20241118,40.02,40.02,80.0,募集配套资金用于1、支付现金对价;2、偿还银行借款及支付中介机构费用。,18,0.03285420944558526,0.02631442808455997
600405.SH,20220810,实施完成,,20241023,20241108,1.87,1.87,80.0,1、车载电源研发及产业化项目;2、偿还银行贷款。,12,0.0780141843971629,0.03133309895798542
002909.SZ,20220628,实施完成,,20231226,20240116,2.51,1.7,80.0,1、用于年产2万吨乙烯基硅油、2万吨新能源密封胶、0.2万吨核心助剂建设项目。,14,0.07162534435261714,0.07343611689554241
001201.SZ,20220622,实施完成,,20231206,20231228,10.33,9.25,80.0,1、东源东瑞农牧发展有限公司东源县船塘现代农业综合体项目(黄沙基地);2、补充公司流动资金项目。,16,-0.07540735126942033,-0.07095449807038667
601968.SH,20221109,实施完成,,20241205,20241225,6.98,6.98,80.0,1、安徽宝钢制罐有限公司新建智能化铝制两片罐生产基地项目;2、贵州新建智能化铝制两片罐生产基地项目;3、柬埔寨新建智能化,14,-0.07578558225508314,-0.08245699742081503
603313.SH,20211028,实施完成,,20231026,20231109,8.0,8.0,80.0,1、家居产品配套生产基地项目；2、美国亚利桑那州生产基地扩建项目；3、智能化、信息化升级改造项目；4、补充流动资金。,10,-0.007619047619047525,-0.028738935471332328
605117.SH,20221029,实施完成,,20240607,20240625,35.5,20.0,80.0,1、年产25.5GW组串式、储能式逆变器生产线建设项目;2、年产3GW微型逆变器生产线建设项目;3、逆变器研发中心建设项,11,0.11518086877554112,0.1534684404662825
300616.SZ,20211202,实施完成,,20240118,20240208,8.0,4.0,80.0,1、成都维尚生产基地建设项目。,15,-0.18738738738738736,-0.1930921149360838
002899.SZ,20221025,实施完成,,20240403,20240425,3.86,3.86,80.0,1、青岛英派斯体育产业园建设项目。,14,0.04075032341526508,0.04633977548630708
300446.SZ,20220221,实施完成,,20231110,20231215,21.0,21.0,80.0,募集配套资金用于1、汽车内外饰件扩产项目;2、成都航天模塑股份有限公司研发中心及模具中心建设项目;3、页岩气开发智能装备,25,-0.06882352941176473,-0.038313460693135126
300707.SZ,20221102,实施完成,,20231129,20231227,6.92,3.56,80.0,1、新能源汽车核心冲焊零部件产能项目;2、补充流动资金项目。,20,-0.24005424954792054,-0.21213627039555205
600460.SH,20221015,实施完成,,20231108,20231201,65.0,49.6,80.0,1、年产36万片12英寸芯片生产线项目；2、SiC功率器件生产线建设项目；3、汽车半导体封装项目(一期)；4、补充流动资,17,-0.04623824451410663,-0.03971438476447575
300846.SZ,20221122,实施完成,,20240223,20240322,3.53,3.53,80.0,1、京北云计算软件研发中心项目-算力中心(一期);2、补充流动资金。,20,0.1821138211382114,0.1653780197749819
600875.SH,20230405,实施完成,,20250331,20250414,50.0,41.23,80.0,1、收购子公司股权类项目;2、建设类项目;3、补充流动资金。,9,0.020708082832331165,0.04352558605349355
300115.SZ,20230315,实施完成,,20240524,20240625,22.0,13.6,80.0,1、常州长盈新能源动力及储能电池零组件项目;2、宜宾长盈新能源动力及储能电池零组件项目;3、智能可穿戴设备AR/VR零组,21,0.046106385001366545,0.09535295094857021
003005.SZ,20230427,实施完成,,20241101,20241129,4.68,3.6,80.0,1、基于产教融合的实验实践教学产品研发及产业化项目;2、多模态教育大数据产品研发及产业化项目;3、面向行业应用的新一代人,20,0.17888340296240046,0.15958953989295455
603368.SH,20230420,实施完成,,20240411,20240424,7.0,7.0,80.0,1、医院器械耗材SPD项目;2、健康产业园项目之中药配方颗粒生产及配套增值服务项目(一期);3、柳州物流运营中心项目;4,9,0.07178464606181456,0.06806190426559033
603520.SH,20220826,实施完成,,20240523,20240612,14.8,9.35,80.0,"1、年产1,550吨非离子型CT造影剂系列原料药项目;2、年产7,710吨碘相关化合物及CMO/CDMO产品项目;3、补",13,-0.09982638888888895,-0.07643807237123623
603619.SH,20220518,实施完成,,20240718,20240814,16.9,11.84,80.0,1、温宿区块温北油田温7区块油田建设项目;2、补充流动资金。,19,-0.061580882352941346,-0.01994454733856388
603997.SH,20230404,实施完成,,20240402,20240419,18.1,11.83,80.0,"1、合肥汽车内饰件生产基地项目;2、长春汽车座椅头枕、扶手及内饰件项目;3、宁波北仑年产1,000万套汽车出风口研发制造",11,-0.0513803680981596,-0.0483792097164325
300659.SZ,20230225,实施完成,,20240307,20240402,5.05,5.05,80.0,1、城市级数据安全监测预警整体解决方案；2、基于零信任的数据安全解决方案；3、电磁空间安全监管项目。,18,0.023536511768255997,0.007706499308538284
000919.SZ,20230228,实施完成,,20240319,20240422,7.5,7.5,80.0,1、合肥金陵天颐智慧养老项目;2、核心原料药及高端医药中间体共性生产平台建设项目;3、补充流动资金。,22,-0.08571428571428563,-0.08026069466124286
600217.SH,20210918,实施完成,,20240723,20240808,9.48,8.82,80.0,1、山东中绿资源再生有限公司废弃电器电子产品资源化综合利用项目(一期);2、唐山中再生资源开发有限公司废弃电器电子产品拆,12,0.04418604651162794,0.060728813937487525
002703.SZ,20221019,实施完成,,20240314,20240410,11.8,3.5,80.0,1、新增年产60万台套汽车智能转向系统技术改造项目;2、汽车智能转向系统及关键部件建设项目3、智能网联汽车转向线控技术研,17,-0.008928571428571286,-0.005360519707567346
600792.SH,20220409,实施完成,,20240411,20240424,11.0,4.38,80.0,用于200万吨/年焦化环保搬迁转型升级项目,9,-0.16885964912280693,-0.17174653590002287
601608.SH,20210529,实施完成,,20240625,20240718,8.28,8.28,80.0,1、面板盒体关键装备生产线建设项目;2、高端耐磨件制造产线智能化改造项目;3、重型装备智能制造提升工程建设项目;4、补充,17,-0.03439153439153442,-0.04319322715144358
688305.SH,20230204,实施完成,,20240328,20240415,6.0,6.0,80.0,1、五轴联动数控机床智能制造项目；2、系列化五轴卧式加工中心智能制造产业基地建设项目；3、高端机床核心功能部件及创新设备,10,0.02596899224806193,0.010293102065614068
000582.SZ,20221231,实施完成,,20240416,20240513,36.0,36.0,80.0,1、北海港铁山港西港区北暮作业区南4号南5号泊位工程；2、北海港铁山港西港区北暮作业区南7号至南10号泊位工程；3、防城,16,0.024752475247524774,-0.021130808093837716
002978.SZ,20220929,实施完成,,20241220,20250113,17.04,17.04,80.0,1、年产6万吨能源级钛(合金)材料全产业链项目。,15,-0.0572969329288846,0.004535074442044484
000966.SZ,20230530,实施完成,,20241029,20241203,30.0,30.0,80.0,1、汉川市新能源百万千瓦基地二期项目;2、汉川市新能源百万千瓦基地三期项目;3、国能长源随州市随县百万千瓦新能源多能互补,25,0.07939914163090123,0.04988110589523442
000737.SZ,20230531,实施完成,,20241213,20250120,10.0,9.65,80.0,1、年产5万吨高性能压延铜带箔和200万平方米覆铜板项目;2、补充流动资金。,25,0.07420091324200917,0.12303779314888086
600283.SH,20231223,实施完成,,20241126,20241212,5.81,5.81,80.0,1、胡村水厂工程(一期)项目;2、岱山县岱北水厂工程项目;3、兰溪市登胜水厂工程项目;4、福州江阴港城经济区污水处理厂中,12,0.027972027972027913,-0.03194007996752757
600428.SH,20230330,实施完成,,20250226,20250317,35.0,35.0,80.0,"1、租赁29艘多用途纸浆船项目;2、建造1艘65,000吨半潜船项目;3、补充流动资金。",13,0.05600000000000005,0.04184837387155804
000800.SZ,20230620,实施完成,,20240927,20241021,37.13,20.0,80.0,1、新能源智能网联及整车综合研发能力提升项目;2、整车产线升级建设项目;3、动力总成产线升级建设项目;4、补充流动资金。,11,-0.025581395348837077,-0.0794234862863985
000791.SZ,20240319,实施完成,,20241213,20241231,19.0,19.0,80.0,"募集配套资金用于1、支付本次交易现金对价;2、常乐公司2×1,000兆瓦燃煤机组扩建项目。",12,-0.0033057851239668423,0.00862303793679109
605128.SH,20230525,实施完成,,20241128,20241218,3.81,3.81,80.0,1、惠州沿浦高级新能源汽车座椅骨架生产项目;2、郑州沿浦年产30万套汽车座椅骨架总成制造项目;3、天津沿浦年产750万件,14,-0.06389301634472522,-0.08783667254217242
605020.SH,20230321,实施完成,,20250303,20250314,17.36,17.36,80.0,1、包头永和新材料有限公司新能源材料产业园项目；2、补充流动资金。,9,0.11252955082742311,0.07913757545327305
603348.SH,20221026,实施完成,,20240701,20240712,13.0,10.47,80.0,1、安徽新能源汽车零部件智能制造项目;2、重庆新能源汽车零部件智能制造项目;3、佛山新能源汽车零部件智能制造项目;4、补,9,0.023074192403265803,0.031143418320324967
605300.SH,20230520,实施完成,,20250228,20250318,7.25,7.25,80.0,1、咖啡扩产建设项目；2、补充流动资金项目。,12,-0.23168746608790003,-0.2560740284530022
300729.SZ,20230628,实施完成,,20241011,20241101,5.0,4.0,80.0,1、美国佐治亚州Ellabell海外仓项目;2、补充流动资金。,15,-0.00829610721123164,-0.024746590933750312
688768.SH,20230217,实施完成,,20241030,20241119,1.6,1.6,80.0,1、设备智能监测系统产业化项目;2、数据中心建设项目;3、研发中心建设项目;4、补充流动资金。,14,0.10823220728107574,0.08181091597486789
000736.SZ,20230224,实施完成,,20240612,20240710,24.8,4.44,80.0,1、长沙凤鸣东方;2、武汉中交澄园;3、天津春映海河;4、补充流动资金。,20,-0.1537634408602151,-0.12551953569169716
002613.SZ,20230408,实施完成,,20241025,20241126,11.81,5.0,80.0,1、智能钢化装备及节能风机生产基地建设项目;2、高端幕墙玻璃生产基地建设项目;3、研发中心建设项目;4、补充流动资金。,22,0.11363636363636376,0.12728219242274186
000155.SZ,20220530,实施完成,,20240530,20240628,22.65,22.65,80.0,募集配套资金用于1、凉山州会东县小街一期风电项目;2、凉山州会东县淌塘二期风电项目;3、补充流动资金,20,-0.0739466895958728,-0.0351635236736485
688566.SH,20230428,实施完成,,20240111,20240621,1.98,1.98,80.0,1、高端制剂研发中心建设项目。,104,-0.177012278308322,-0.20761555701099843
688408.SH,20221111,实施完成,,20241104,20241119,11.01,11.01,80.0,1、光伏跟踪系统平行驱动器产能扩建项目;2、宿松中信博新能源科技有限公司光伏配套产业园项目;3、西部跟踪支架生产及实证基,11,0.08046116504854361,0.06890013527876615
002006.SZ,20230513,实施完成,,20241203,20241226,9.43,9.43,80.0,1、碳纤维及复材装备智能制造建设项目;2、高性能碳纤维装备研发中心建设项目;3、补充流动资金。,17,-0.17329545454545459,-0.17798362502419995
300474.SZ,20230601,实施完成,,20241014,20241107,39.74,38.33,80.0,1、高性能通用GPU芯片研发及产业化项目;2、通用GPU先进架构研发中心建设项目。,18,0.1653379124248744,0.10277138451643175
002666.SZ,20230321,实施完成,,20240821,20240913,4.88,1.0,80.0,1、德联汽车新材料胶黏剂研发和制造项目；2、补充流动资金。,17,0.014577259475218485,0.0717932810817481
002590.SZ,20211208,实施完成,,20240807,20240912,7.24,4.11,80.0,1、新增年产50万套铝合金固定卡钳项目;2、新能源汽车底盘铝合金轻量化建设项目;3、补充流动资金。,26,-0.1209740769835036,-0.07157010849124223
300348.SZ,20230425,实施完成,,20240705,20240802,5.73,4.17,80.0,1、基于企业级建模和实施工艺的金融业务系统建设项目;2、“星云”数智一体化平台建设项目;3、云原生数字生产力平台建设项目,20,0.01602136181575431,0.03161689433039783
300648.SZ,20230415,实施完成,,20250327,20250418,6.37,6.37,80.0,1、星云储能系统及电池关键部件制造和检测中心项目;2、补充流动资金。,15,-0.12040374909877438,-0.0943603770630217
000925.SZ,20221115,实施完成,,20240626,20240801,10.29,6.84,80.0,1、基于自研芯片的数字孪生工业控制平台研发及产业化项目;2、大交通领域数字化关键技术研发及产业化项目;3、无人感知技术研,26,-0.015873015873015817,-0.0024024584255052384
002791.SZ,20230415,实施完成,,20240813,20240905,12.0,6.02,80.0,1、坚朗五金中山数字化智能化产业园项目；2、坚朗五金装配式金属复合装饰材料建设项目；3、坚朗五金信息化系统升级建设项目；,17,-0.01329198050509528,0.01488756868472385
688337.SH,20240109,实施完成,,20240923,20241014,0.5,0.5,80.0,募集配套资金1、北京实验中心建设项目;2、支付中介机构费用及相关发行费用。,10,0.34695579649708086,0.127377299308586
002947.SZ,20230302,实施完成,,20240724,20240821,11.6,7.56,80.0,1、惠州恒铭达智能制造基地建设项目。,20,-0.034228385954558904,-0.018890124750730153
300576.SZ,20240409,实施完成,,20240923,20250115,2.44,2.44,80.0,1、高端感光线路干膜光刻胶建设项目;2、IC载板阻焊干膜光刻胶及半导体光刻胶研发能力提升项目;3、补充流动资金。,76,0.48631508678237645,0.266070684655783
605133.SH,20230811,实施完成,,20250321,20250407,8.78,8.78,80.0,1、新能源汽车零部件智能制造项目;2、补充流动资金。,10,-0.1822871883061049,-0.11144922816014113
600378.SH,20230215,实施完成,,20241219,20250108,45.0,45.0,80.0,募集配套资金用于1、新建2万吨/年PVDF项目;2、20万吨/年锂离子电池电解液项目(一期);3、年产1.9万吨VDF、,13,-0.01039501039501034,0.032454557824678876
688639.SH,20221028,实施完成,,20241014,20241028,7.0,7.0,80.0,1、年产5万吨生物基丁二酸及生物基产品原料生产基地建设项目；2、年产5万吨生物基苹果酸生产建设项目。,10,0.12225153913808295,0.1094572133808529
600548.SH,20230715,实施完成,,20250306,20250327,47.03,47.03,80.0,1、深圳外环高速公路深圳段;2、偿还有息负债。,15,-0.054123711340206326,-0.05206320731280922
301109.SZ,20230306,实施完成,,20241230,20250124,7.68,7.68,80.0,募集配套资金用于:1、支付现金对价;2、补充流动资金。,18,-0.01531213191990577,0.03152101216576497
603358.SH,20231226,实施完成,,20250422,20250526,2.97,2.97,80.0,募集配套资金1、支付本次交易现金对价及中介机构费用。,21,-0.062146892655367214,-0.07534015390358384
300286.SZ,20230720,实施完成,,20250321,20250417,8.0,8.0,80.0,1、研发总部及企业微电网系统升级项目;2、企业微电网产品技术改造项目;3、补充流动资金。,18,-0.07139857202855948,-0.04748122149545242
688085.SH,20240507,实施完成,,20250227,20250313,2.14,2.14,80.0,募集配套资金1、支付本次交易的现金对价;2、支付本次交易的中介机构费用、税费等费用。,10,0.009219088937093112,0.018033177360481156
003043.SZ,20230731,实施完成,,20241018,20241121,2.84,2.84,80.0,募集配套资金用于1、支付本次交易的现金对价;2、支付中介机构费用及相关税费;3、补充上市公司流动资金。,24,-0.02834897185066887,-0.05972654084006801
600765.SH,20230603,实施完成,,20241224,20250120,19.5,18.89,80.0,1、收购宏山锻造80%股权项目;2、技术研究院建设项目;3、补充流动资金。,18,-0.050898203592814384,-0.007266103714850147
601456.SH,20240515,实施完成,,20250220,20250310,20.0,20.0,80.0,募集配套资金1、拟用于发展民生证券业务。,12,-0.010714285714285676,-0.0152342443437401
001309.SZ,20230701,实施完成,,20241213,20250123,9.9,9.9,80.0,1、PCIeSSD存储控制芯片及存储模组的研发和产业化项目;2、嵌入式存储控制芯片及存储模组的研发和产业化项目;3、信息,28,0.10608405762590811,0.16145890761785897
688577.SH,20230426,实施完成,,20240229,20240925,1.71,1.38,80.0,1、柔性自动化加工单元扩产项目;2、海德曼(上海)高端智能机床研发中心项目;3、补充流动资金。,141,-0.4177674062671991,-0.393872356663027
301029.SZ,20230111,实施完成,,20240925,20241104,15.0,8.7,80.0,1、怡合达智能制造供应链华南中心二期项目;2、怡合达智能制造暨华东运营总部项目。,23,0.42578125,0.2475044949839167
300229.SZ,20230808,实施完成,,20241011,20241029,18.45,9.0,80.0,1、拓天行业大模型研发及AIGC应用产业化项目。,12,0.07310870947234571,0.050686159890577676
002840.SZ,20230719,实施完成,,20250411,20250516,16.0,16.0,80.0,1、生猪养殖建设项目;2、饲料加工建设项目;3、偿还银行贷款项目。,22,-0.07919930374238471,-0.11453742295345071
000510.SZ,20230424,实施完成,,20240308,20240905,1.51,1.32,80.0,1、电石渣资源化综合利用项目(一期);2、补充流动资金。,123,-0.2636815920398009,-0.1956286388394337
300623.SZ,20231201,实施完成,,20241114,20241217,6.6,4.79,80.0,募集配套资金拟用于1、支付交易对价;2、补充上市公司流动资金;3、支付交易中介费用及其他相关费用。,23,-0.11667513980681254,-0.11185213564302787
002385.SZ,20220607,实施完成,,20240722,20240815,10.0,7.0,80.0,1、年产24万吨猪配合饲料生产线项目;2、年产12万吨猪饲料加工厂建设项目;3、辽宁盛得大北农生产反刍饲料基地项目;4、,18,0.01995012468827917,0.05073893269514018
688536.SH,20230610,实施完成,,20250723,20250805,3.83,3.83,80.0,募集配套资金用于1、支付本次交易的现金对价及中介机构费用。,9,0.05444751783374602,0.044158486350386994
002753.SZ,20241225,实施完成,,20251127,20251225,3.65,3.65,80.0,1、2×10万吨年蒽油深加工项目;2、补充流动资金。,20,-0.11206896551724121,-0.13098677852508778
600789.SH,20241221,实施完成,,20251209,20251229,12.0,12.0,80.0,1、高端制剂智能制造车间建设项目;2、生物农药基地建设项目;3、新药研发项目;4、补充流动资金。,14,-0.04306722689075626,-0.05652319039028486
002046.SZ,20221227,实施完成,,20250225,20250319,1.15,1.15,80.0,1、新型高功率MPCVD法大单晶金刚石项目(二期)；2、补充上市公司流动资金。,16,0.08913998744507245,0.06358708714057815
